M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4876,1,1,0,0,0,0,0,0,54.064,98.088,0,0,0,No
0,0,0,0,0,3681,1,4,0,0,0,0,27.5,0,5,15,0,0,0,No
0,0,0,0,0,1800,1,4,0,0,0,0,35.80219,0,65.329,79.93,0,0,0,No
0,0,0,0,0,84,1,3,0,0,0,0,3.09855,0,58.792,98.528,0,0,0,No
0,0,0,0,0,72,1,1,0,0,0,0,57.11686,0,109.045,96.188,0,0,0,No
0,0,0,0,0,91,1,0,0,0,0,0,12.8791,0,150.143,95.188,0,0,0,No
0,0,0,0,0,0,1,3,0,0,0,0,38.18129,0,151.656,95.585,0,0,0,No
0,0,0,0,0,92,1,1,0,0,0,0,47.48348,0,150.924,98.739,0,0,0,No
0,0,0,0,0,60,1,3,0,0,0,0,47.78566,0,156.724,97.537,0,0,0,No
0,0,0,0,0,63,1,1,0,0,0,0,52.08785,0,157.883,100.802,0,0,0,No
0,0,0,0,0,50,1,4,0,0,0,0,40.39189,0,158.285,87.33,0,0,0,No
0,0,0,0,0,93,1,3,0,0,0,0,51.36102,0,155.285,130.33,0,0,0,No
0,0,0,0,0,67,1,0,0,0,0,0,56.66321,0,156.888,130.843,0,0,0,No
0,0,0,0,0,75,1,4,0,0,0,0,17.96539,0,154.734,134.111,0,0,0,No
0,0,0,0,0,0,1,4,0,0,0,0,18.26758,0,151.936,137.912,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,63.56977,0,143.671,135.07,0,0,0,No
0,0,0,0,0,70,1,3,0,0,0,0,48.86613,0,147.208,139.472,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,65.88444,0,105.955,137.812,0,0,0,No
0,0,0,0,0,63,1,0,0,0,0,0,75.64668,0,63.857,139.812,0,0,0,No
0,0,0,0,0,86,1,0,0,0,0,0,28.94887,0,62.344,137.415,0,0,0,No
0,0,0,0,0,81,1,1,0,0,0,0,71.25106,0,61.076,136.261,0,0,0,No
0,0,0,0,0,50,1,2,0,0,0,0,68.55324,0,57.276,134.463,0,0,0,No
0,0,0,0,0,90,1,0,0,0,0,0,75.85543,0,56.117,134.198,0,0,0,No
0,0,0,0,0,97,1,4,0,0,0,0,72.15947,0,55.715,130.67,0,0,0,No
0,0,0,0,0,98,1,2,0,0,0,0,77.1286,0,58.715,87.67,0,0,0,No
0,0,0,0,0,55,1,0,0,0,0,0,78.43079,0,59.112,101.157,0,0,0,No
0,0,0,0,0,80,1,3,0,0,0,0,68.73297,0,57.266,82.889,0,0,0,No
0,0,0,0,0,83,1,1,0,0,0,0,62.02803,0,54.021,96.13,0,0,0,No
0,0,0,0,0,4878,1,1,0,0,0,0,45,0,59.754,96.477,0,0,0,No
0,0,0,0,0,1893,1,1,0,0,0,0,71.31658,0,64.972,96.485,0,0,0,No
0,0,0,0,0,52,1,2,0,0,0,0,79.53534,0,67.798,98.242,0,0,0,No
0,0,0,0,0,96,1,2,0,0,0,0,70.55364,0,101.05,96.902,0,0,0,No
0,0,0,0,0,88,1,0,0,0,0,0,93.3152,0,147.143,79.902,0,0,0,No
