M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.6,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4862,1,4,0,0,0,0,25,0,93.082,104.153,0,0,0,No
0,0,0,0,0,3682,1,2,0,0,0,0,46.5,0,7,18,0,0,0,No
0,0,0,0,0,1861,1,4,0,0,0,0,33.72227,0,96.753,99.31,0,0,0,No
0,0,0,0,0,65,1,3,0,0,0,0,41.85577,0,97.868,99.167,0,0,0,No
0,0,0,0,0,67,1,2,0,0,0,0,53.29992,0,118.448,102.167,0,0,0,No
0,0,0,0,0,68,1,4,0,0,0,0,42.5222,0,119.277,103.563,0,0,0,No
0,0,0,0,0,61,1,0,0,0,0,0,34.75927,0,118.862,101.776,0,0,0,No
0,0,0,0,0,76,1,2,0,0,0,0,36.9299,0,121.777,104.884,0,0,0,No
0,0,0,0,0,94,1,3,0,0,0,0,37.15217,0,120.637,104.546,0,0,0,No
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
0,0,0,0,0,54,1,2,0,0,0,0,51.29084,0,124.791,104.703,0,0,0,No
0,0,0,0,0,75,1,2,0,0,0,0,43.72913,0,123.791,125.234,0,0,0,No
0,0,0,0,0,91,1,4,0,0,0,0,50.97129,0,122.321,131.218,0,0,0,No
0,0,0,0,0,99,1,4,0,0,0,0,39.1268,0,121.735,131.389,0,0,0,No
0,0,0,0,0,78,1,4,0,0,0,0,47.34908,0,119.561,132.847,0,0,0,No
0,0,0,0,0,51,1,0,0,0,0,0,45.57135,0,119.891,134.69,0,0,0,No
0,0,0,0,0,51,1,1,0,0,0,0,38.70484,0,110.776,132.833,0,0,0,No
0,0,0,0,0,91,1,3,0,0,0,0,42.32358,0,95.726,130.833,0,0,0,No
0,0,0,0,0,71,1,2,0,0,0,0,45.54586,0,91.897,133.437,0,0,0,No
0,0,0,0,0,76,1,4,0,0,0,0,41.76813,0,94.394,129.321,0,0,0,No
0,0,0,0,0,51,1,1,0,0,0,0,12.9904,0,93.487,128.685,0,0,0,No
0,0,0,0,0,60,1,4,0,0,0,0,53.12743,0,92.3,130.546,0,0,0,No
0,0,0,0,0,85,1,1,0,0,0,0,51.47184,0,89.209,123.647,0,0,0,No
0,0,0,0,0,64,1,1,0,0,0,0,43.56181,0,90.209,109.05,0,0,0,No
0,0,0,0,0,78,1,1,0,0,0,0,58.80397,0,93.679,104.066,0,0,0,No
0,0,0,0,0,73,1,3,0,0,0,0,50.13002,0,90.909,105.611,0,0,0,No
0,0,0,0,0,56,1,2,0,0,0,0,51.34517,0,87.045,100.2,0,0,0,No
0,0,0,0,0,4857,1,0,0,0,0,0,43,0,95.647,103.619,0,0,0,No
0,0,0,0,0,1897,1,0,0,0,0,0,47.62312,0,98.868,101.881,0,0,0,No
0,0,0,0,0,0,1,4,0,0,0,0,49.06728,0,118.448,100.881,0,0,0,No
0,0,0,0,0,78,1,3,0,0,0,0,46.27062,0,121.114,101.276,0,0,0,No
0,0,0,0,0,0,1,4,0,0,0,0,19.45253,0,119.311,104.231,0,0,0,No
0,0,0,0,0,98,1,3,0,0,0,0,54.62316,0,114.226,102.338,0,0,0,No
0,0,0,0,0,94,1,3,0,0,0,0,64.92163,0,120.076,105.703,0,0,0,No
