M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.3,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,43,0,92.21,102.19,0,0,0,No
0,0,0,0,0,3672,1,0,0,0,0,0,27.5,0,7,18,0,0,0,No
0,0,0,0,0,1892,1,2,0,0,0,0,49.66426,0,91.212,98.763,0,0,0,No
0,0,0,0,0,78,1,3,0,0,0,0,2.89442,0,96.568,97.983,0,0,0,No
0,0,0,0,0,86,1,1,0,0,0,0,35.32415,0,116.969,95.983,0,0,0,No
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
0,0,0,0,0,95,1,1,0,0,0,0,46.48841,0,119.396,100.38,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,40.65267,0,123.568,100.531,0,0,0,No
0,0,0,0,0,81,1,3,0,0,0,0,52.81693,0,125.261,99.315,0,0,0,No
0,0,0,0,0,61,1,4,0,0,0,0,54.0221,0,127.439,105.151,0,0,0,No
0,0,0,0,0,84,1,4,0,0,0,0,53.162,0,127.835,106.207,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,48.25856,0,125.972,108.646,0,0,0,No
0,0,0,0,0,73,1,4,0,0,0,0,53.58978,0,125.972,126.573,0,0,0,No
0,0,0,0,0,90,1,4,0,0,0,0,51.82376,0,124.166,128.981,0,0,0,No
0,0,0,0,0,91,1,1,0,0,0,0,39.88632,0,117.746,129.819,0,0,0,No
0,0,0,0,0,74,1,2,0,0,0,0,48.05058,0,122.304,132.81,0,0,0,No
0,0,0,0,0,83,1,0,0,0,0,0,43.21484,0,120.301,137.237,0,0,0,No
0,0,0,0,0,86,1,4,0,0,0,0,37.445,0,119.946,137.017,0,0,0,No
0,0,0,0,0,83,1,2,0,0,0,0,51.87473,0,97.544,134.017,0,0,0,No
0,0,0,0,0,63,1,0,0,0,0,0,38.03899,0,96.118,134.62,0,0,0,No
0,0,0,0,0,89,1,4,0,0,0,0,9.20325,0,90.945,134.469,0,0,0,No
0,0,0,0,0,88,1,1,0,0,0,0,51.30434,0,88.837,132.439,0,0,0,No
0,0,0,0,0,58,1,4,0,0,0,0,43.39625,0,91.927,134.406,0,0,0,No
0,0,0,0,0,90,1,0,0,0,0,0,55.5605,0,87.621,132.323,0,0,0,No
0,0,0,0,0,69,1,4,0,0,0,0,48.76122,0,87.028,127.378,0,0,0,No
