M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
0,0,0,0,0,4800,1,0.3,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4863,1,3,0,0,0,0,0,0,61.138,100.358,0,0,0,No
0,0,0,0,0,3692,1,4,0,0,0,0,50.5,0,7,18,0,0,0,No
0,0,0,0,0,1897,1,4,0,0,0,0,39.68088,0,63.462,98.969,0,0,0,No
0,0,0,0,0,78,1,1,0,0,0,0,38.92006,0,62.974,96.273,0,0,0,No
0,0,0,0,0,89,1,2,0,0,0,0,37.53518,0,142.026,96.273,0,0,0,No
0,0,0,0,0,98,1,3,0,0,0,0,39.71606,0,153.704,99.671,0,0,0,No
0,0,0,0,0,71,1,3,0,0,0,0,35.89694,0,153.151,100.83,0,0,0,No
0,0,0,0,0,66,1,4,0,0,0,0,37.07782,0,157.155,99.651,0,0,0,No
0,0,0,0,0,88,1,0,0,0,0,0,46.2587,0,150.544,101.975,0,0,0,No
