M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.3,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4893,1,0,0,0,0,0,44,0,77.788,117.208,0,0,0,No
0,0,0,0,0,3677,1,2,0,0,0,0,39.5,0,5,0,0,0,0,No
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
0,0,0,0,0,1877,1,4,0,0,0,0,32.66426,0,81.019,116.173,0,0,0,No
0,0,0,0,0,82,1,3,0,0,0,0,2.80215,0,84.064,115.893,0,0,0,No
0,0,0,0,0,92,1,4,0,0,0,0,46.00029,0,123.936,100.893,0,0,0,No
0,0,0,0,0,50,1,1,0,0,0,0,42.16455,0,131.363,119.29,0,0,0,No
0,0,0,0,0,60,1,0,0,0,0,0,54.32881,0,134.536,121.441,0,0,0,No
0,0,0,0,0,61,1,1,0,0,0,0,52.49307,0,137.228,123.224,0,0,0,No
0,0,0,0,0,87,1,0,0,0,0,0,36.65733,0,136.263,125.455,0,0,0,No
0,0,0,0,0,81,1,0,0,0,0,0,49.79522,0,138.543,125.5,0,0,0,No
0,0,0,0,0,54,1,0,0,0,0,0,56.12925,0,138.543,131.5,0,0,0,No
0,0,0,0,0,71,1,4,0,0,0,0,39.2935,0,137.146,133.926,0,0,0,No
0,0,0,0,0,87,1,4,0,0,0,0,37.45776,0,134.995,135.099,0,0,0,No
0,0,0,0,0,87,1,0,0,0,0,0,44.62202,0,134.212,134.791,0,0,0,No
0,0,0,0,0,68,1,3,0,0,0,0,37.78628,0,132.981,137.826,0,0,0,No
0,0,0,0,0,87,1,4,0,0,0,0,52.92417,0,129.936,137.106,0,0,0,No
0,0,0,0,0,99,1,3,0,0,0,0,47.12231,0,83.064,138.106,0,0,0,No
0,0,0,0,0,73,1,3,0,0,0,0,53.28657,0,73.637,138.709,0,0,0,No
0,0,0,0,0,90,1,3,0,0,0,0,51.45083,0,79.464,134.558,0,0,0,No
0,0,0,0,0,56,1,3,0,0,0,0,11.61509,0,78.772,134.775,0,0,0,No
0,0,0,0,0,67,1,0,0,0,0,0,36.77935,0,75.737,132.545,0,0,0,No
0,0,0,0,0,57,1,3,0,0,0,0,47.91724,0,74.457,128.5,0,0,0,No
0,0,0,0,0,96,1,4,0,0,0,0,41.25127,0,75.457,124.5,0,0,0,No
0,0,0,0,0,72,1,1,0,0,0,0,46.41552,0,76.854,124.073,0,0,0,No
0,0,0,0,0,77,1,1,0,0,0,0,49.57978,0,78.005,122.9,0,0,0,No
0,0,0,0,0,74,1,4,0,0,0,0,49.74003,0,71.745,118.249,0,0,0,No
0,0,0,0,0,4894,1,1,0,0,0,0,41,0,78.304,119.51,0,0,0,No
0,0,0,0,0,1898,1,1,0,0,0,0,57.89836,0,82.494,119.605,0,0,0,No
0,0,0,0,0,62,1,4,0,0,0,0,47.00386,0,85.064,116.428,0,0,0,No
0,0,0,0,0,92,1,0,0,0,0,0,44.202,0,128.936,119.428,0,0,0,No
0,0,0,0,0,85,1,4,0,0,0,0,59.36033,0,134.273,101.825,0,0,0,No
0,0,0,0,0,88,1,0,0,0,0,0,45.51866,0,128.347,119.972,0,0,0,No
0,0,0,0,0,95,1,0,0,0,0,0,16.67699,0,136.925,122.74,0,0,0,No
