M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.3,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4878,1,4,0,0,0,0,0,0,72.664,84.371,0,0,0,No
0,0,0,0,0,3696,1,3,0,0,0,0,41.5,0,8,19,0,0,0,No
0,0,0,0,0,1864,1,3,0,0,0,0,30.68088,0,75.988,98.982,0,0,0,No
0,0,0,0,0,65,1,4,0,0,0,0,39.92006,0,75.5,100.286,0,0,0,No
0,0,0,0,0,80,1,1,0,0,0,0,52.86158,0,136.5,101.286,0,0,0,No
0,0,0,0,0,58,1,4,0,0,0,0,49.04246,0,137.178,101.684,0,0,0,No
0,0,0,0,0,93,1,0,0,0,0,0,7.22334,0,140.625,101.843,0,0,0,No
0,0,0,0,0,87,1,0,0,0,0,0,32.40423,0,142.629,101.664,0,0,0,No
0,0,0,0,0,78,1,0,0,0,0,0,48.58511,0,146.018,105.988,0,0,0,No
0,0,0,0,0,89,1,4,0,0,0,0,44.82429,0,147.714,110.5,0,0,0,No
