M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.3,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,5394,1,36,0,0,0,0,444,0,147.788,102.208,0,0,0,No
0,0,0,0,0,4208,1,37,0,0,0,0,391.5,0,61,92,0,0,0,No
0,0,0,0,0,2488,1,36,0,0,0,0,354.66426,0,153.019,187.173,0,0,0,No
0,0,0,0,0,0,1,27,0,0,0,0,370.80215,0,126.064,185.893,0,0,0,No
0,0,0,0,0,916,1,31,0,0,0,0,259.00029,0,187.936,172.893,0,0,0,No
0,0,0,0,0,580,1,13,0,0,0,0,494.16455,0,208.363,172.29,0,0,0,No
0,0,0,0,0,528,1,0,0,0,0,0,264.32881,0,192.536,165.441,0,0,0,No
0,0,0,0,0,936,1,38,0,0,0,0,395.49307,0,193.228,173.224,0,0,0,No
0,0,0,0,0,636,1,49,0,0,0,0,445.65733,0,131.263,200.455,0,0,0,No
0,0,0,0,0,635,1,0,0,0,0,0,368.79522,0,215.543,170.5,0,0,0,No
0,0,0,0,0,508,1,18,0,0,0,0,356.12925,0,205.543,191.5,0,0,0,No
0,0,0,0,0,617,1,29,0,0,0,0,399.2935,0,181.146,214.926,0,0,0,No
0,0,0,0,0,578,1,9,0,0,0,0,449.45776,0,219.995,181.099,0,0,0,No
0,0,0,0,0,0,1,42,0,0,0,0,299.62202,0,219.212,182.791,0,0,0,No
0,0,0,0,0,518,1,42,0,0,0,0,7.78628,0,183.981,189.826,0,0,0,No
0,0,0,0,0,727,1,48,0,0,0,0,258.92417,0,215.936,193.106,0,0,0,No
0,0,0,0,0,625,1,12,0,0,0,0,446.12231,0,76.064,121.106,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
0,0,0,0,0,542,1,0,0,0,0,0,424.28657,0,162.637,216.709,0,0,0,No
0,0,0,0,0,671,1,34,0,0,0,0,410.45083,0,145.464,181.558,0,0,0,No
0,0,0,0,0,950,1,0,0,0,0,0,465.61509,0,154.772,208.775,0,0,0,No
0,0,0,0,0,841,1,0,0,0,0,0,377.77935,0,131.737,188.545,0,0,0,No
0,0,0,0,0,898,1,33,0,0,0,0,276.91724,0,138.457,212.5,0,0,0,No
0,0,0,0,0,752,1,39,0,0,0,0,510.25127,0,128.457,108.5,0,0,0,No
0,0,0,0,0,894,1,15,0,0,0,0,317.41552,0,158.854,187.073,0,0,0,No
0,0,0,0,0,945,1,30,0,0,0,0,478.57978,0,162.005,197.9,0,0,0,No
0,0,0,0,0,980,1,12,0,0,0,0,359.74003,0,165.745,168.249,0,0,0,No
0,0,0,0,0,5717,1,34,0,0,0,0,0,0,166.304,157.51,0,0,0,No
0,0,0,0,0,1800,1,19,0,0,0,0,443.89836,0,156.494,199.605,0,0,0,No
0,0,0,0,0,538,1,35,0,0,0,0,330.00386,0,155.064,200.428,0,0,0,No
0,0,0,0,0,734,1,14,0,0,0,0,494.202,0,185.936,170.428,0,0,0,No
0,0,0,0,0,982,1,43,0,0,0,0,457.36033,0,224.273,101.825,0,0,0,No
0,0,0,0,0,676,1,8,0,0,0,0,388.51866,0,201.347,199.972,0,0,0,No
0,0,0,0,0,938,1,46,0,0,0,0,485.67699,0,216.925,104.74,0,0,0,No
