M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.3,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,5739,1,26,0,0,0,0,473,0,128.164,148.871,0,0,0,No
0,0,0,0,0,4257,1,15,0,0,0,0,288.5,0,87,56,0,0,0,No
0,0,0,0,0,2568,1,10,0,0,0,0,347.68088,0,130.488,158.482,0,0,0,No
0,0,0,0,0,748,1,13,0,0,0,0,459.92006,0,168,125.786,0,0,0,No
0,0,0,0,0,738,1,0,0,0,0,0,486.26033,0,207,138.786,0,0,0,No
0,0,0,0,0,965,1,33,0,0,0,0,432.44122,0,199.678,121.184,0,0,0,No
0,0,0,0,0,0,1,47,0,0,0,0,279.6221,0,130.125,166.343,0,0,0,No
0,0,0,0,0,504,1,37,0,0,0,0,289.80298,0,205.129,147.164,0,0,0,No
0,0,0,0,0,603,1,18,0,0,0,0,308.98386,0,228.518,170.488,0,0,0,No
0,0,0,0,0,974,1,28,0,0,0,0,419.22304,0,221.214,170,0,0,0,No
