M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,5357,1,0,0,0,0,0,0,0,106.615,162.879,0,0,0,No
0,0,0,0,0,4294,1,39,0,0,0,0,480.5,0,85,68,0,0,0,No
0,0,0,0,0,2710,1,38,0,0,0,0,406.80219,0,122.662,141.368,0,0,0,No
0,0,0,0,0,679,1,18,0,0,0,0,492.10437,0,60.076,122.564,0,0,0,No
0,0,0,0,0,970,1,38,0,0,0,0,3.26363,0,148.413,122.453,0,0,0,No
0,0,0,0,0,0,1,34,0,0,0,0,500.10938,0,230.314,163.453,0,0,0,No
0,0,0,0,0,766,1,36,0,0,0,0,13.32385,0,210.108,151.653,0,0,0,No
0,0,0,0,0,625,1,21,0,0,0,0,473.46992,0,198.308,141.925,0,0,0,No
0,0,0,0,0,726,1,32,0,0,0,0,13.77211,0,242.672,166.866,0,0,0,No
0,0,0,0,0,954,1,32,0,0,0,0,391.0743,0,220.629,157.491,0,0,0,No
0,0,0,0,0,743,1,46,0,0,0,0,14.37648,0,245.99,135.642,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,371.76759,0,215.656,157.867,0,0,0,No
0,0,0,0,0,772,1,11,0,0,0,0,286.6664,0,210.656,183.855,0,0,0,No
0,0,0,0,0,733,1,38,0,0,0,0,17.11166,0,224.793,100.503,0,0,0,No
0,0,0,0,0,0,1,36,0,0,0,0,17.31754,0,251.016,177.053,0,0,0,No
0,0,0,0,0,573,1,38,0,0,0,0,386.61973,0,244.534,188.121,0,0,0,No
0,0,0,0,0,0,1,39,0,0,0,0,446.81613,0,224.26,191.175,0,0,0,No
0,0,0,0,0,998,1,39,0,0,0,0,355.30585,0,180.826,126.175,0,0,0,No
0,0,0,0,0,542,1,8,0,0,0,0,284.60804,0,198.515,216.24,0,0,0,No
0,0,0,0,0,828,1,0,0,0,0,0,398.87333,0,166.303,202.547,0,0,0,No
0,0,0,0,0,0,1,34,0,0,0,0,347.25255,0,162.27,183.547,0,0,0,No
0,0,0,0,0,715,1,20,0,0,0,0,450.55474,0,186.756,209.149,0,0,0,No
0,0,0,0,0,929,1,42,0,0,0,0,365.82003,0,165.746,178.175,0,0,0,No
0,0,0,0,0,841,1,33,0,0,0,0,512.30975,0,120.312,166.175,0,0,0,No
0,0,0,0,0,707,1,34,0,0,0,0,433.45777,0,126.332,186.405,0,0,0,No
0,0,0,0,0,920,1,15,0,0,0,0,335.60521,0,151.417,179.566,0,0,0,No
0,0,0,0,0,556,1,29,0,0,0,0,334.9074,0,141.834,178.575,0,0,0,No
0,0,0,0,0,703,1,45,0,0,0,0,295.20958,0,110.942,150.191,0,0,0,No
0,0,0,0,0,916,1,35,0,0,0,0,387.4037,0,117.778,186.565,0,0,0,No
0,0,0,0,0,820,1,20,0,0,0,0,33.30251,0,133.778,150.577,0,0,0,No
0,0,0,0,0,870,1,44,0,0,0,0,343.74778,0,53.641,166.929,0,0,0,No
0,0,0,0,0,769,1,14,0,0,0,0,33.87819,0,140.133,131.947,0,0,0,No
0,0,0,0,0,622,1,42,0,0,0,0,382.17325,0,137.58,151.927,0,0,0,No
0,0,0,0,0,5726,1,17,0,0,0,0,267,0,123.201,155.302,0,0,0,No
