M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.3,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,6714,1,8,0,0,0,0,715,0,221.664,208.371,0,0,0,No
0,0,0,0,0,5164,1,76,0,0,0,0,2.5,0,141,70,0,0,0,No
0,0,0,0,0,1800,1,48,0,0,0,0,842.68088,0,202.988,244.982,0,0,0,No
0,0,0,0,0,1416,1,55,0,0,0,0,861.92006,0,218.5,140.286,0,0,0,No
0,0,0,0,0,1137,1,46,0,0,0,0,651.86158,0,293.5,82.286,0,0,0,No
0,0,0,0,0,1472,1,38,0,0,0,0,878.04246,0,303.178,217.684,0,0,0,No
0,0,0,0,0,1644,1,26,0,0,0,0,696.22334,0,225.625,237.843,0,0,0,No
0,0,0,0,0,1909,1,57,0,0,0,0,922.40423,0,232.629,218.664,0,0,0,No
0,0,0,0,0,1811,1,42,0,0,0,0,961.58511,0,285.018,212.988,0,0,0,No
