M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,50,1,0.6,0,0,0,0,0,0,0,0,0,0,0,No
0,0,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0.4,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,-1,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,5491,1,28,0,0,0,0,288,0,141.082,145.153,0,0,0,No
0,0,0,0,0,4481,1,37,0,0,0,0,368.5,0,50,80,0,0,0,No
0,0,0,0,0,2641,1,49,0,0,0,0,437.72227,0,144.753,153.31,0,0,0,No
0,0,0,0,0,925,1,48,0,0,0,0,330.85577,0,142.868,152.167,0,0,0,No
0,0,0,0,0,516,1,39,0,0,0,0,322.29992,0,110.448,146.167,0,0,0,No
0,0,0,0,0,611,1,39,0,0,0,0,449.5222,0,112.277,153.563,0,0,0,No
0,0,0,0,0,0,1,19,0,0,0,0,280.75927,0,179.862,164.776,0,0,0,No
0,0,0,0,0,825,1,42,0,0,0,0,336.9299,0,209.777,86.884,0,0,0,No
0,0,0,0,0,0,1,47,0,0,0,0,414.15217,0,168.637,142.546,0,0,0,No
0,0,0,0,0,993,1,43,0,0,0,0,303.29084,0,169.791,89.703,0,0,0,No
0,0,0,0,0,514,1,19,0,0,0,0,367.72913,0,178.791,196.234,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
0,0,0,0,0,541,1,26,0,0,0,0,383.97129,0,171.321,187.218,0,0,0,No
0,0,0,0,0,989,1,27,0,0,0,0,468.1268,0,191.735,210.389,0,0,0,No
0,0,0,0,0,913,1,0,0,0,0,0,486.34908,0,164.561,168.847,0,0,0,No
0,0,0,0,0,982,1,28,0,0,0,0,336.57135,0,161.891,180.69,0,0,0,No
0,0,0,0,0,655,1,38,0,0,0,0,260.70484,0,198.776,180.833,0,0,0,No
0,0,0,0,0,650,1,36,0,0,0,0,454.32358,0,186.726,185.833,0,0,0,No
0,0,0,0,0,681,1,0,0,0,0,0,273.54586,0,156.897,115.437,0,0,0,No
0,0,0,0,0,0,1,43,0,0,0,0,377.76813,0,85.394,168.321,0,0,0,No
0,0,0,0,0,697,1,47,0,0,0,0,404.9904,0,134.487,207.685,0,0,0,No
0,0,0,0,0,520,1,20,0,0,0,0,500.12743,0,84.3,191.546,0,0,0,No
0,0,0,0,0,604,1,39,0,0,0,0,326.47184,0,183.209,191.647,0,0,0,No
0,0,0,0,0,0,1,48,0,0,0,0,408.56181,0,154.209,161.05,0,0,0,No
0,0,0,0,0,0,1,29,0,0,0,0,374.80397,0,153.679,143.066,0,0,0,No
0,0,0,0,0,0,1,47,0,0,0,0,393.13002,0,85.909,183.611,0,0,0,No
0,0,0,0,0,562,1,41,0,0,0,0,344.34517,0,87.045,178.2,0,0,0,No
0,0,0,0,0,5314,1,41,0,0,0,0,357,0,181.647,168.619,0,0,0,No
0,0,0,0,0,2364,1,49,0,0,0,0,334.62312,0,139.868,181.881,0,0,0,No
0,0,0,0,0,633,1,46,0,0,0,0,19.06728,0,160.448,84.881,0,0,0,No
0,0,0,0,0,830,1,39,0,0,0,0,508.27062,0,203.114,158.276,0,0,0,No
0,0,0,0,0,677,1,16,0,0,0,0,393.45253,0,169.311,184.231,0,0,0,No
0,0,0,0,0,840,1,46,0,0,0,0,343.62316,0,202.226,139.338,0,0,0,No
0,0,0,0,0,694,1,33,0,0,0,0,19.92163,0,167.076,157.703,0,0,0,No
